text,acronym,option_text,label
Page 4 NMD-RT-3403B- Version 02 du 07-01-2017  Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y,EF,"Entreprise Ferroviaire :   Toute entreprise à statut privé ou public, qui a notamment obtenu une licence et un certificat de sécurité conformément à la législation applicable, fournissant des prestations de transport de marchandises ou de voyageurs par chemin de fer, la traction devant obligatoirement être assurée par cette entreprise . ce terme recouvre aussi les entreprises qui assurent uniquement la traction.",1
Page 4 NMD-RT-3403B- Version 02 du 07-01-2017  Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y,EF,Essai journalier (des freins),0
Page 4 NMD-RT-3403B- Version 02 du 07-01-2017  Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y,EF,Escalier Fixe,0
Page 4 NMD-RT-3403B- Version 02 du 07-01-2017  Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y,EF,Etablissement flottant,0
Page 4 NMD-RT-3403B- Version 02 du 07-01-2017  Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y,EF,Essai de Frein,0
"Compatibilité : Oui / Restriction : - Les AGC sont interdits à la desserte commerciale des établisse-ments dont la hauteur des quais est ≥ 760 mm. - Couplabilité, voir VO. - 25 kV (Albertville à Bourg St Maurice) : compatibilité : NON.",VO,"Valeur d'Objectif à atteindre lors de la construction d'une installation, la correction d'une anomalie classée en VA ou VI ou la régénération d'installation (maintenance voie et caténaire).    Les valeurs d'objectif constituent les intervalles de tolérance de réalisation des travaux de pose de voie neuve ou d'opération d'entretien programmés.",0
"Compatibilité : Oui / Restriction : - Les AGC sont interdits à la desserte commerciale des établisse-ments dont la hauteur des quais est ≥ 760 mm. - Couplabilité, voir VO. - 25 kV (Albertville à Bourg St Maurice) : compatibilité : NON.",VO,VOVES,0
"Compatibilité : Oui / Restriction : - Les AGC sont interdits à la desserte commerciale des établisse-ments dont la hauteur des quais est ≥ 760 mm. - Couplabilité, voir VO. - 25 kV (Albertville à Bourg St Maurice) : compatibilité : NON.",VO,catégorie de document,1
Itinéraire équivalent Un itinéraire est équivalent lorsque les trains peuvent être dirigés vers cet itinéraire sans accord préalable des EF concernées sauf cas prévus dans les règles opérationnelles relatives à la gestion des,EF,Equipement fixe,0
Itinéraire équivalent Un itinéraire est équivalent lorsque les trains peuvent être dirigés vers cet itinéraire sans accord préalable des EF concernées sauf cas prévus dans les règles opérationnelles relatives à la gestion des,EF,Escalier Fixe,0
Itinéraire équivalent Un itinéraire est équivalent lorsque les trains peuvent être dirigés vers cet itinéraire sans accord préalable des EF concernées sauf cas prévus dans les règles opérationnelles relatives à la gestion des,EF,"Entreprise Ferroviaire :   Toute entreprise à statut privé ou public, qui a notamment obtenu une licence et un certificat de sécurité conformément à la législation applicable, fournissant des prestations de transport de marchandises ou de voyageurs par chemin de fer, la traction devant obligatoirement être assurée par cette entreprise . ce terme recouvre aussi les entreprises qui assurent uniquement la traction.",1
Itinéraire équivalent Un itinéraire est équivalent lorsque les trains peuvent être dirigés vers cet itinéraire sans accord préalable des EF concernées sauf cas prévus dans les règles opérationnelles relatives à la gestion des,EF,Essai journalier (des freins),0
Itinéraire équivalent Un itinéraire est équivalent lorsque les trains peuvent être dirigés vers cet itinéraire sans accord préalable des EF concernées sauf cas prévus dans les règles opérationnelles relatives à la gestion des,EF,Essai de Frein,0
Itinéraire équivalent Un itinéraire est équivalent lorsque les trains peuvent être dirigés vers cet itinéraire sans accord préalable des EF concernées sauf cas prévus dans les règles opérationnelles relatives à la gestion des,EF,Etablissement flottant,0
"500 ;  UM 500  - 1500 V : US néant,  UM Autorisée (uniquement avec TGV 33000 et 923000) si l’espacement entre deux UM de TGV SE par sens de circulation est supérieur à : - 15 min entre les deux premières circulations",SE,Soudure Electrique,0
"500 ;  UM 500  - 1500 V : US néant,  UM Autorisée (uniquement avec TGV 33000 et 923000) si l’espacement entre deux UM de TGV SE par sens de circulation est supérieur à : - 15 min entre les deux premières circulations",SE,Signalisation Électrique,0
"500 ;  UM 500  - 1500 V : US néant,  UM Autorisée (uniquement avec TGV 33000 et 923000) si l’espacement entre deux UM de TGV SE par sens de circulation est supérieur à : - 15 min entre les deux premières circulations",SE,Sous-ensemble,0
"500 ;  UM 500  - 1500 V : US néant,  UM Autorisée (uniquement avec TGV 33000 et 923000) si l’espacement entre deux UM de TGV SE par sens de circulation est supérieur à : - 15 min entre les deux premières circulations",SE,Secteur Elementaire,0
"500 ;  UM 500  - 1500 V : US néant,  UM Autorisée (uniquement avec TGV 33000 et 923000) si l’espacement entre deux UM de TGV SE par sens de circulation est supérieur à : - 15 min entre les deux premières circulations",SE,Service Electrique.  SEG : Service Electrique Général (HT/BT).  SES : Service Electrique Signalisation.   SET : Service Electrique Téléphonie.,0
"500 ;  UM 500  - 1500 V : US néant,  UM Autorisée (uniquement avec TGV 33000 et 923000) si l’espacement entre deux UM de TGV SE par sens de circulation est supérieur à : - 15 min entre les deux premières circulations",SE,SAINT ETIENNE CHATEAUCREUX,0
"_x0001_ la limite de résistance des attelages standard [en distinguant éventuellement avec attelages (85 tonnes), avec attelages renforcés (135 tonnes), pour les trains entiers,…]. 1.3. Abréviations utilisées EF entreprise ferroviaire",EF,Escalier Fixe,0
"_x0001_ la limite de résistance des attelages standard [en distinguant éventuellement avec attelages (85 tonnes), avec attelages renforcés (135 tonnes), pour les trains entiers,…]. 1.3. Abréviations utilisées EF entreprise ferroviaire",EF,Equipement fixe,0
"_x0001_ la limite de résistance des attelages standard [en distinguant éventuellement avec attelages (85 tonnes), avec attelages renforcés (135 tonnes), pour les trains entiers,…]. 1.3. Abréviations utilisées EF entreprise ferroviaire",EF,"Entreprise Ferroviaire :   Toute entreprise à statut privé ou public, qui a notamment obtenu une licence et un certificat de sécurité conformément à la législation applicable, fournissant des prestations de transport de marchandises ou de voyageurs par chemin de fer, la traction devant obligatoirement être assurée par cette entreprise . ce terme recouvre aussi les entreprises qui assurent uniquement la traction.",1
"_x0001_ la limite de résistance des attelages standard [en distinguant éventuellement avec attelages (85 tonnes), avec attelages renforcés (135 tonnes), pour les trains entiers,…]. 1.3. Abréviations utilisées EF entreprise ferroviaire",EF,Etablissement flottant,0
"_x0001_ la limite de résistance des attelages standard [en distinguant éventuellement avec attelages (85 tonnes), avec attelages renforcés (135 tonnes), pour les trains entiers,…]. 1.3. Abréviations utilisées EF entreprise ferroviaire",EF,Essai journalier (des freins),0
"_x0001_ la limite de résistance des attelages standard [en distinguant éventuellement avec attelages (85 tonnes), avec attelages renforcés (135 tonnes), pour les trains entiers,…]. 1.3. Abréviations utilisées EF entreprise ferroviaire",EF,Essai de Frein,0
"modifié, les informations portées à la connaissance des exploitants ferroviaires, dans une con-signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-tion comprend les paragraphes suivants : _x0001_ §1 Caractéristiques générales d'exploitation,",TR,TROYES,0
"modifié, les informations portées à la connaissance des exploitants ferroviaires, dans une con-signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-tion comprend les paragraphes suivants : _x0001_ §1 Caractéristiques générales d'exploitation,",TR,Talonnable renversable,0
"modifié, les informations portées à la connaissance des exploitants ferroviaires, dans une con-signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-tion comprend les paragraphes suivants : _x0001_ §1 Caractéristiques générales d'exploitation,",TR,Tableau de roulement,0
"modifié, les informations portées à la connaissance des exploitants ferroviaires, dans une con-signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-tion comprend les paragraphes suivants : _x0001_ §1 Caractéristiques générales d'exploitation,",TR,filière Transports Routiers,0
"modifié, les informations portées à la connaissance des exploitants ferroviaires, dans une con-signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-tion comprend les paragraphes suivants : _x0001_ §1 Caractéristiques générales d'exploitation,",TR,Température de référence,0
"modifié, les informations portées à la connaissance des exploitants ferroviaires, dans une con-signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-tion comprend les paragraphes suivants : _x0001_ §1 Caractéristiques générales d'exploitation,",TR,Transit,0
"modifié, les informations portées à la connaissance des exploitants ferroviaires, dans une con-signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-tion comprend les paragraphes suivants : _x0001_ §1 Caractéristiques générales d'exploitation,",TR,Transmission rigide,0
"modifié, les informations portées à la connaissance des exploitants ferroviaires, dans une con-signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-tion comprend les paragraphes suivants : _x0001_ §1 Caractéristiques générales d'exploitation,",TR,Téléphone régulateur,0
"modifié, les informations portées à la connaissance des exploitants ferroviaires, dans une con-signe locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, cette consigne locale d'exploita-tion comprend les paragraphes suivants : _x0001_ §1 Caractéristiques générales d'exploitation,",TR,Translateur,0
"Désignation des postes Km Établissements reliés BV PERNES CAMBLAIN (1) 58 ,189 Gares adjacentes Bours P.L 61,416 Gares adjacentes (1) Utilisable lorsque la gare n’est pas ouverte au service.",BV,"Bâtiment des Voyageurs : en langage courant, ce sont les gares.",1
"Désignation des postes Km Établissements reliés BV PERNES CAMBLAIN (1) 58 ,189 Gares adjacentes Bours P.L 61,416 Gares adjacentes (1) Utilisable lorsque la gare n’est pas ouverte au service.",BV,Bassin Versant,0
"Désignation des postes Km Établissements reliés BV PERNES CAMBLAIN (1) 58 ,189 Gares adjacentes Bours P.L 61,416 Gares adjacentes (1) Utilisable lorsque la gare n’est pas ouverte au service.",BV,Bureau de Vente,0
BLUS block manuel de double voie type Lartigue uniformisé S BMU block manuel de double voie CCL centre circulation ligne CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations,CCL,Commande Centralisée des Locomotives,0
